GUID,PlayerName,Exp,KDR,PLAYER_KILL,Zombies_Killed,ZMB_KILL,ZMB_MIL_KILL,SUCIDE_DEATH,Total_Deaths,PLAYER_DEATH,TBD_DEATH,CARCRASH_DEATH,ZMB_DEATH,UNKNOWN_DEATH,UNKNOWN_BLEEDDEATH,CUTS,BLEED_OUT,Accuracy,SHOTS_FIRED,SHOTS_HIT,DOOR_LOCKED,Total_Animals_Hunted,ANIMAL_KILL_HEN,ANIMAL_KILL_GOAT,ANIMAL_KILL_PIG,ANIMAL_KILL_COW,ANIMAL_KILL_DEER,ANIMAL_KILL_BEAR,ANIMAL_KILL_WOLF,BODIES_BURIED,BANDAGE_SELF,BANDAGE_TARGET,CPR_TARGET,SALINE_SELF,SALINE_TARGET,BLOOD_SELF,BLOOD_SELF,TREES_CUT,HARVESTED_WEED,HARVESTED_KUSH,HARVESTED_BLUEWEED,HARVESTED_COCA,HARVESTED_PUMKIN,HARVESTED_PEPPER,HARVESTED_ZUCCHINI,HARVESTED_TOMATO,HARVESTED_TABACCO,CLEAN_WEAPON,Total_Built,BUILT_FENCE,BUILT_WATCHTOWER,BUILT_BBPTIER1,BUILT_BBPTIER2,BUILT_BBPTIER3,RAID_FENCE,RAID_WATCHTOWER,HACK_TENT,HACK_FENCE,HACK_BBPTIER1,HACK_BBPTIER2,HACK_BBPTIER3,HEADSHOT,EVENT_KINGOFTHEHILL,LongestSurvivedTime,DistanceTraveledHistorical,SurvivedTimeHistorical,LongestShot,LongestKill
sxK1SrPsXeuNwe8sspGhnI0ZwRkl1j60l_Ig74s407E=,Survivor,608,3,3,6,1,5,5,1,1,0,0,0,0,0,8,0,0.101010101,99,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834.479004,6502.770996,5851.970703,63.48086929,63.48086929
E3ZsSMaKpceE5eQmYFSPQzGXGucxG7Pjs3kbDlF4sUo=,isaac,495,0.8,8,18,4,14,53,11,10,0,0,1,0,0,37,0,0.101010101,198,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8155.355469,31606.46875,14208.23438,203.9872894,203.9872894
mVfvkh0qwa8-7SW7Qq98Lp4m9rqB58M_mbwZjtIKXvI=,Essaie,69,0.666666667,2,7,1,6,0,3,3,0,0,0,0,0,8,0,0.101010101,99,10,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6176.629883,23296.87891,8132.671875,435.2313538,435.2313538
O7R46NNz6vpt44TAwym6zh_7kHhsVl0HAHT5IlgqgAA=,8 ball,303,0.714285714,5,9,0,9,16,7,7,0,0,0,0,0,27,0,0.100917431,218,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4370.477539,35026.02344,15060.24805,159.5210419,159.5210419
bJVSzgD4lxJFRWB1BpV4IxknrdCzINrjHQPR-AhdF9o=,MyNameAcE,996,1,1,233,201,32,18,1,1,0,0,0,0,0,2,0,0.100877193,1596,161,0,17,16,0,0,0,1,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,82564,266957.75,165231.3125,34.13848495,34.13848495
k0Mryx-mEBp1_5qWDPGVhu9tQcQoFbpu-AK-VdFt1Hs=,Only Olson,613,0.6,3,3,2,1,7,5,5,0,0,0,0,0,11,0,0.100840336,119,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10287.47949,25430.63281,11770.04199,9.365438461,9.365438461
0rkh0eu8IoxdXTwVNIxIQukJMB_r6riOuUwrWuxFc14=,Ahegao,631,0.444444444,4,87,13,74,0,9,9,0,0,0,0,0,17,0,0.100823045,486,49,0,3,0,1,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59068.48828,36731.16016,15268.53711,254.7980652,254.7980652
KRmDTmH6k62pBo5FGRsGF4Q5tYhKz3I8lbTvF-_NLNY=,jomppa,9208,2.785714286,39,94,25,69,80,14,14,0,0,0,0,0,40,0,0.100814664,982,99,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,9,1,48454.75781,361522.2188,154460.9531,384.4745483,231.2483368
FKTdwh0xtAjZAHcHRWjHtP9NvEzsuc8RhLpHk5vVrWk=,fuckNIKE,1339,0,4,20,10,10,1,0,0,0,0,0,0,0,2,0,0.100806452,248,25,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23276.4082,14692.17188,8867.188477,22.82182121,6.923192978
IJzyqDbxrGRBXl7hsnZ8ID6ZorBjBEeKVKdjpHrQ69U=,[SPG]opuch,19077,2.352941176,80,123,6,117,22,34,34,0,0,0,0,0,78,0,0.100791194,2907,293,17,0,0,0,0,0,0,0,0,0,19,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,17147.99609,156825.0938,104161.0859,868.2868652,868.2868652
fgyV8nBvQwCpnhCFeTtCxj1HhtuysoU7sMGhEQjV4Rg=,fcloutn,969,1,2,10,10,0,3,2,2,0,0,0,0,0,7,0,0.100775194,258,26,0,2,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13743.86426,23255.97656,7674.268555,290.6077576,290.6077576
A0i_6mNDoJTgh_r8PMp24VJk42fFETQeG4IsQg4bK-U=,Choketsu,208,1.5,3,11,2,9,13,2,2,0,0,0,0,0,5,0,0.100775194,258,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12545.01855,30672.46289,15105.74414,213.860321,213.860321
sBBSexK4Px2szyEaTypuGNuG8naiJuICC0L62wDRGzQ=,AdamJohnsonU16s,46,0,0,9,4,5,3,2,0,0,0,2,0,0,9,0,0.100775194,129,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11639.375,22094.59766,12009.96094,0,0
v8FckBzaPq9NWs-wwI_AB8rXl77Dd1RxV5KKpWGTGpU=,Solomon,671,0.333333333,1,11,2,9,18,3,3,0,0,0,0,0,7,0,0.100719424,139,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4778.276367,7402.703613,2246.753174,258.5657654,258.5657654
0cca_QdKDRrViD10dgWpR7T9jOS3gCz2iNrplC9i7xQ=,abortion punch,232,0,0,55,32,23,0,1,1,0,0,0,0,0,3,0,0.100719424,278,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6249.011719,7726.65332,4587.100098,25.94747162,25.94747162
NWVzijiIZDp4hASsRTCriAzf9niVamr7061rp6dcG6Q=,AveMercury,64,0.583333333,7,23,11,12,72,13,12,0,0,1,0,0,41,0,0.100694444,288,29,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,24683.30078,167923.7656,65714.71094,90.11321259,90.11321259
2VlLVryfL2IxLCNNtvqTghQNSMs0FXBK4q44VYac_8g=,Utations,1794,2,4,3,0,3,1,2,2,0,0,0,0,0,6,0,0.100671141,149,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4202.198242,13940.76563,5661.369141,203.794281,203.794281
jDwilXeZ0Wu_gNrQdi1E5DiFNbhwTB7tzlRniAHRRos=,Hojo,10129,1.225,49,162,112,50,121,42,40,0,0,2,0,0,130,0,0.100668338,2394,241,7,8,2,0,0,0,6,0,0,0,28,2,0,0,0,0,0,48,0,0,0,0,1,1,0,17,0,17,250,0,2,205,38,5,0,0,0,0,0,0,0,12,3,73663.46875,915714.9375,461749.7813,288.1502686,288.1502686
z3CuNEB61OlQR8kf2iikPfwttkHYA1tv8KslNuSLrHs=,Oral4X,3180,2.285714286,16,132,60,72,42,8,7,0,1,0,0,0,30,0,0.100645161,775,78,0,1,1,0,0,0,0,0,0,0,20,1,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28085.14063,189991.5938,83115.70313,232.3826447,232.3826447
ejtK7lFFY3TOXj2URO2tD_XPgIf4Otc-FBleMX7HrO8=,Proffesion,5796,1.164383562,85,614,68,546,457,74,73,0,1,0,0,0,200,0,0.100611951,5556,559,2,8,3,1,0,1,2,1,0,0,51,4,1,3,1,0,0,60,0,0,0,0,2,0,0,0,0,13,3,0,0,1,2,0,0,0,0,0,0,0,0,26,3,34281.98047,707578.3125,322328.2813,784.5131836,422.7389832
l9E-wPyaY0Q_kuHl27WIH-6mG_tr-EzswV12KCTdQAs=,Survivor,948,2,4,21,3,18,1,2,2,0,0,0,0,0,13,0,0.100591716,169,17,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16645.01758,40221.14453,23878.42383,31.04145432,31.04145432
XO7NuHlrvoJNHodtEerTw5TJsKsjL_i4PcM72pBTpK8=,SirEhly,248,1,1,46,36,10,0,1,1,0,0,0,0,0,3,0,0.100591716,169,17,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17836.5332,22104.59961,10604.78223,113.1141891,113.1141891
TIC0M-KTi1dyiGzm81siaB4g1Va7eAT1GHXxjW-e8cI=,winter,1556,0.75,18,76,5,71,7,24,24,0,0,0,0,0,66,0,0.100558659,358,36,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22992.40625,125584,73574.51563,178.6765594,141.2919159
cu-GUVlVvupFoHm00exAOoc9I8WaxjEmaZ3-4SQ1b2w=,LethalXE,982,1.5,3,30,25,5,1,2,2,0,0,0,0,0,6,0,0.100558659,179,18,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,30867.80469,5362.0625,3097.291504,209.2372742,209.2372742
9R7-uXEtr8m2EFKMJs7Sul2dCuKaCa-7ZsYMVTbYuzk=,NASTYKANT,747,0.6,3,77,23,54,8,6,5,0,0,1,0,0,15,0,0.100558659,179,18,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,46321.10156,111452.8984,52502.75391,385.1882324,385.1882324
4uqxGcYfix2Me8YoRVwoOfKvOMa4a6N2DTEisxx16L8=,topsh0tta808,9706,1.432835821,96,368,53,315,221,68,67,0,0,1,0,0,198,0,0.100461133,3036,305,51,5,1,0,0,0,3,1,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,34443.89844,819521.25,483638.5,272.9113464,272.9113464
OUpHuLRiXMet9HH7LUjKtPkRl6MNfFFNNlGe-NTXKv8=,ICCE,1988,0.571428571,4,145,68,77,11,7,7,0,0,0,0,0,29,0,0.100449775,667,67,6,5,2,0,0,2,0,1,0,0,39,0,0,0,0,0,0,37,0,0,0,0,3,0,0,0,0,11,15,15,0,0,0,0,0,0,0,0,0,0,0,0,2,71690.5625,478873.125,199588.1406,825.5943604,825.5943604
fcQvOQ_U58ucSi0u5gy4JLEx2ifiVc6H0HlyWmF-oJA=,DirtyBackwoodZ,2008,0.954545455,21,73,37,36,83,22,22,0,0,0,0,0,72,0,0.10042735,936,94,0,0,0,0,0,0,0,0,0,0,19,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,8,1,27738.38672,335227.0625,167470.4219,368.0407715,368.0407715
4AVPCm6CFCaBesg33lJivwminT9PhPs6jiHufnzT7Rk=,Bubba,2173,6,6,19,12,7,13,1,1,0,0,0,0,0,6,0,0.1003861,259,26,0,3,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36470.04688,8228.001953,4209.914551,740.1518555,377.3954773
07sty2Syfg_Brs8g8OyrZUCb5d2iW2nFtNY9puo84HE=,Manuel,784,1,3,41,21,20,0,3,3,0,0,0,0,0,13,0,0.1003861,259,26,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19083.22266,27158.88281,15122.09668,93.3903656,93.3903656
AWm6wCVRahASXjsc8nznbfmcFYvONGHZV4IH315KZx8=,[SMOKE]Slappy,5168,2,16,93,19,74,21,8,8,0,0,0,0,0,31,0,0.100374065,1604,161,0,2,1,0,0,0,1,0,0,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,29224.84375,190949.9531,80715.6875,499.0908813,373.5541077
cy30iu-cpUUidF81m3UGau2lyvCKTent3pbj8UaslTA=,Survivor (4),2943,2.25,9,60,46,14,6,4,4,0,0,0,0,0,17,0,0.100346021,289,29,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34905.06641,101447.2813,53146.36328,87.78327179,87.78327179
L0-LdjitwIsx6DNnbYfLJCuZ6gs8z9DZ37pbBUuPuZE=,Alfieee,334,0.814814815,22,120,11,109,7,30,27,0,0,2,0,1,75,1,0.100323625,618,62,10,1,0,0,0,0,0,1,0,0,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,29539.82422,176136.1563,67968.82031,219.0101929,219.0101929
wBpBUK865ThbwstA8mZzM14yCdtBh7blNvLE-fl6ClU=,OLAK,131,0.333333333,4,178,50,128,1,13,12,0,0,0,0,1,26,1,0.100310238,967,97,1,27,14,0,0,11,2,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,36,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,114344.5234,677031,359314.0313,132.3250732,131.4595642
fAbVy9aup-h1tCWgzhX1taflK9M7rFZ-7yYwC2k25WU=,Jimmy,891,0.285714286,4,57,22,35,7,14,14,0,0,0,0,0,48,0,0.100294985,339,34,2,2,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,4,1,0,2,1,0,0,0,0,0,0,0,0,3,1,45710.48438,208349.2969,108062.1016,56.7082901,56.7082901
jxDt6gafOEtJk1XDxjT1lG2S5glFx7TqPXSb4plKyYY=,F8-,803,0.6,12,56,11,45,64,20,20,0,0,0,0,0,62,0,0.100294985,339,34,0,6,1,1,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10853.625,131797.0313,58231.61719,229.9330597,229.9330597
wmgGAIidn4ZUpX88n9v8p1Q8XdMduVFEjg_iNlj-zAY=,[CLAN] Weaponz,917,0.777777778,7,81,67,14,14,9,9,0,0,0,0,0,26,0,0.100271003,738,74,0,4,0,0,0,0,3,1,0,0,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,10,0,0,2,8,0,0,0,0,0,0,0,0,0,0,32443.51953,237545.0469,97566.71875,219.7374268,219.7374268
5-DNnzYKGx92eNC21C-Wlm_QSzpGWSFnYtf6GfjctrA=,justin pikkson,259,1.142857143,8,16,3,13,9,8,7,0,0,1,0,0,20,0,0.100244499,409,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4326.342285,50291.13672,18714.3125,648.229187,358.9812927
AemMEZpIbfKUZlhNNOZAsO9CMGkJY50uP2Ak-jkHRhE=,[PePe] Alpi,2236,0.666666667,14,308,149,159,236,23,21,0,1,0,0,1,71,1,0.100194553,1028,103,0,7,4,2,0,0,0,1,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,71834.38281,490475.4063,239922.75,584.2528076,584.2528076
417CncJEYLhHUlMol1kvB4Yi3zAS47Fhc-f0_bMcYI0=,Vastaya,3765,3.666666667,11,17,0,17,20,3,3,0,0,0,0,0,11,0,0.100192678,519,52,1,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,15710.99219,51600.36719,26354.42773,82.42650604,79.7009964
hmC1TbAeusw9p8_rEMvr4uemSCCAru-cDAaYP-v6W_0=,Black Eagle,1832,1.2,6,152,108,44,2,5,5,0,0,0,0,0,12,0,0.100145138,689,69,1,9,1,4,0,3,0,1,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39184.10547,244499.25,96802.30469,146.8996887,146.8996887
YcZmSPkepeTLBuFNUy0iD1O-5DVeTUWXvjd9VoSBZ18=,Substilos,7202,1.791666667,43,38,3,35,27,24,24,0,0,0,0,0,63,0,0.1,1350,135,9,3,0,2,0,0,1,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,38244.58594,263109.3125,114139.6719,293.750946,293.750946
ofvCK2_ppx_dmpSeOz9-Yhq8BlH4abYi0R0Flkhz4hw=,Bumfuzle,6518,1.45,29,121,48,73,8,20,20,0,0,0,0,0,64,0,0.1,900,90,4,10,3,1,0,1,5,0,0,0,22,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,13,9,0,0,9,0,0,0,0,0,0,0,0,0,12,0,50621.72266,571806.375,227483.2813,325.5131836,325.5131836
wC9cy3PavLxh2D8bpRyX5STgTKyPRHdIis-tOeDHmZ4=,Cree,3665,1.375,11,131,87,44,26,8,8,0,0,0,0,0,31,0,0.1,320,32,0,3,1,0,0,2,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,7,0,57520.48828,297611.75,157275.0469,346.940979,263.497467
7YlujtFzkxU2Deu7M5JM0cLd66eV5BNa-Mhkkatf61E=,SXAR,3328,1.117647059,19,128,11,117,11,18,17,0,0,0,1,0,40,0,0.1,1610,161,0,3,0,0,2,0,0,0,1,0,25,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18841.82617,163788.625,92335.8125,434.1387024,434.1387024
GcRuDtNyTu0PYrk4vuCQPA9mRKaewQrAlPvgCpEk4EE=,(HHR)Stephano,2427,0,4,46,23,23,0,0,0,0,0,0,0,0,5,0,0.1,320,32,0,2,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,1,0,15,7,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,3,0,89042.5,0,0,47.13697815,23.50737762
bvulgGRLgGA_l4NaA_e8UjSUI9G03KQ4EEWhzz6jc7c=,Meech,1534,0,3,7,5,2,2,0,0,0,0,0,0,0,1,0,0.1,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8960.811523,71.8579483,33.91308594,103.2874222,103.2874222
dirCHczPV6tP_pRc6_9_Wo5k34wmY9Kpq_0ldOJ6ctk=,Age,1523,4,4,4,3,1,0,1,1,0,0,0,0,0,3,0,0.1,100,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8756.595703,10116.43555,8756.595703,78.83211517,78.83211517
lYOA5tXPxyLgNGc3027ynJdwzEsm8gZxKVtHmGVlep8=,Generic,1260,2,2,18,15,3,1,1,1,0,0,0,0,0,2,0,0.1,10,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7289.753906,15325.42383,7372.637207,12.65824604,12.65824604
9MtCKVGb1QSRLvPj8hanA3S6DuczqbKLQvpuuDuiG_c=,karaiskakis7,1209,5,5,0,0,0,0,1,1,0,0,0,0,0,6,0,0.1,90,9,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3048.327148,5050.569336,3048.327148,129.2234955,129.2234955
LttZCg_xhT7z9w50j5Dvnrlnd7HSXWnYDUf3D43o-aY=,[CARTEL] WATTS,1177,1.75,7,27,16,11,14,4,4,0,0,0,0,0,23,0,0.1,160,16,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660.27832,42751.89844,15163.80664,254.4733429,254.4733429
hJaxYIbv4Qzlby_D9VroRNVxiZFGD_FN32ngzgua6Uw=,Krow,1048,0,0,96,68,28,1,0,0,0,0,0,0,0,6,0,0.1,310,31,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,240803.125,7208.895996,4015.320068,0,0
m92jP_t8Z5apqJUtEzstTyBqa6RWRJGEXHahVPy5KXA=,Eugene Jorton,929,0,2,5,5,0,0,0,0,0,0,0,0,0,1,0,0.1,60,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1868.843994,0,0,28.26249123,28.26249123
aLdf75kXDtr377rlkeszW8f9Qdj_FHlMSdfQtmYAcdU=,ErnyMudgett,911,1,5,8,2,6,6,5,5,0,0,0,0,0,13,0,0.1,230,23,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,17723.24609,89648.59375,49704.05859,201.5950775,201.5950775
_BpQLJH5fdgqItIFcVgHLRQsAXpPiyMWSSloc0UOwQE=,Pboogie,904,0.75,3,17,1,16,2,4,4,0,0,0,0,0,7,0,0.1,190,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5515.272949,24306.42969,9339.685547,294.6870117,294.6870117
4XV0wihA912bwKQbj5ERj6Xd6p_ZjUPTG2Qnnftph88=,Survivor,830,1.666666667,5,37,28,9,7,4,3,0,0,1,0,0,15,0,0.1,270,27,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9463.969727,28963.33203,18300.07422,388.9378662,388.9378662
R9Y4LEkt9kLhDjJa92z-q0ZEOqh17juWQxf2hd24Wog=,John Candaddy,729,0.333333333,1,177,66,111,5,3,3,0,0,0,0,0,21,0,0.1,440,44,0,3,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48602.70703,179521.8281,75650.57031,93.6116333,69.10391235
xvvXuj6kZ-zSu5ZS6EkJcCaPnrEaohJ3x9xPIYN8DQs=,Young4Simbv3,662,1,1,12,2,10,10,1,1,0,0,0,0,0,1,0,0.1,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2545.217773,4200.626953,2881.495605,8.126444817,8.126444817
VuB9NoaDjDjQUu637AN4DivStrI_nxs2YTixwUk2bAA=,catfish,621,2,2,4,3,1,2,1,1,0,0,0,0,0,5,0,0.1,70,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528.669922,4609.158691,2132.484863,15.53803921,15.53803921
gsuyx-zZLjf1QL00hELPbpQqzj64CziWLrdwVMkNLRc=,Andir0k,620,1,2,7,1,6,3,2,2,0,0,0,0,0,7,0,0.1,150,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10915.30664,27136.24805,13672.06543,43.53148651,43.53148651
n9r1Lrs184lc_YrxO7J7yoSmigzHsgH4dyFI6Ys9uow=,JarHead,601,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0.1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1014.934082,2747.554199,1014.934082,5.776400089,5.776400089
hyQqW731MxStwdtVHdGN2yO3bYIN8LAAL44lBt5doBs=,Camaro,598,2,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0.1,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3208.355469,5586.806641,3208.355469,244.9403076,244.9403076
BLL84BGvQonFMjUdpFe-gVnQ04GLr5R-oL8cnrBpruc=,Chafed Nipples McGee,592,0,0,18,5,13,0,0,0,0,0,0,0,0,2,0,0.1,10,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19376.66016,0,0,9.958631516,0
