DistanceTraveled,DistanceTraveledHistorical,Exp,GUID,LongestKill,LongestShot,LongestSurvivedTime,PlayerName,UNKNOWN_TYPE,KDR,PLAYER_KILL,FRIENDLY_KILL,AI_KILL,Zombies_Killed,ZMB_KILL,ZMB_MIL_KILL,SUCIDE_DEATH,PLAYER_DEATH,FRIENDLY_DEATH,Total_Deaths,AI_DEATH,TBD_DEATH,CARCRASH_DEATH,HELICRASH_DEATH,ZMB_DEATH,UNKNOWN_DEATH,UNKNOWN_BLEEDDEATH,CUTS,BLEED_OUT,Accuracy,SHOTS_FIRED,SHOTS_HIT,DOOR_LOCKED,ANIMAL_KILL_HEN,ANIMAL_KILL_GOAT,ANIMAL_KILL_PIG,ANIMAL_KILL_COW,ANIMAL_KILL_DEER,ANIMAL_KILL_BEAR,ANIMAL_KILL_WOLF,BODIES_BURIED,BANDAGE_SELF,BANDAGE_TARGET,MEDICATE_SELF,MEDICATE_TARGET,CPR_TARGET,SALINE_SELF,SALINE_TARGET,BLOOD_SELF,BLOOD_SELF,TREES_CUT,HARVESTED_CANNABIS,HARVESTED_WEED,HARVESTED_KUSH,HARVESTED_BLUEWEED,HARVESTED_COCA,HARVESTED_PUMKIN,HARVESTED_PEPPER,HARVESTED_ZUCCHINI,HARVESTED_TOMATO,HARVESTED_PATATO,HARVESTED_TABACCO,REPAIRED_CLOTHES,CLEAN_WEAPON,BUILT_FENCE,BUILT_WATCHTOWER,BUILT_BBPTIER1,"BUILT_BBPTIER2""""",BUILT_BBPTIER3,RAID_FENCE,RAID_WATCHTOWER,RAID_BBPTIER1,RAID_BBPTIER2,RAID_BBPTIER3,HACK_TENT,HACK_FENCE,HACK_BBPTIER1,HACK_BBPTIER2,HACK_BBPTIER3,HEADSHOT,EVENT_KINGOFTHEHILL,EVENT_BOUNTYHUNTER,EVENT_BOUNTYTARGET,EVENT_AIRDROP,SurvivedTime,SurvivedTimeHistorical
0,48915.33594,3013,IPoVU9NCiUZCRnVKnoYIzNYcHTKOPEiRL6YrUg9zGrY=,326.9899597,326.9899597,13514.08301,ABADD0N,0,6,12,0,0,13,7,6,2,2,0,2,0,0,0,0,0,0,0,11,0,0.077605322,451,35,0,1,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27812.76172
478998.0938,0,3009,4EaaoVUB-3J46zoxH3lJQafMQp2QGeiT48_F72TBbaA=,0.640743494,5.57354784,234262.2031,Lone Survivor,0,0,1,0,0,243,137,106,0,0,0,0,0,0,0,0,0,0,0,13,0,0.063593005,3145,200,16,1,9,0,0,7,0,7,0,9,0,0,0,0,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,234262.2031,0
110318.625,119443.1563,3007,IZWR6cwdtoh_B-Y0msGMxPwlhfkhL3GnqaBgW7IjUqk=,72.89666748,152.7934265,60975.10156,Ponyboy,3,3,6,0,0,231,144,87,2,2,0,2,0,0,0,0,0,0,0,9,0,0.119649805,1028,123,15,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60975.10156,53407.05859
73824.98438,299550.25,3007,7q47STveCgRAW5MN9VxOzlExxUUaWobpaVZ-74i9F3c=,460.0800781,460.0800781,45128.73047,[SV] Little Moon,0,0.875,14,0,0,75,47,28,30,16,0,16,0,0,0,0,0,0,0,40,0,0.093629344,1036,97,0,2,0,0,2,0,0,0,0,16,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,45128.73047,159925.0469
0,139283.9063,2999,BAX6yc0COEmP6cCDGEZJW67ACLY5R6EcInA0l3M5Nic=,917.9758911,917.9758911,12838.59766,Survivor (2),0,1.636363636,18,0,0,49,7,42,56,11,0,11,0,0,0,0,0,0,0,31,0,0.075963719,882,67,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,53633.61719
7339.076172,177533.875,2998,Lk8thPhTaDpPunOEdU8WkQxQnGzHpQwNQ8a_CJ1EpAc=,147.623764,147.623764,70552.45313,Sqedword,0,4.5,9,0,0,67,24,43,1,2,0,2,0,0,0,0,0,0,0,9,0,0.137440758,422,58,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15163.9707,103646.2734
6617.74707,130445.8984,2989,RX2vF_6wqMiEIWuvdhXMD2xJVRA2a5q3onFFTQ3Fnaw=,187.3606415,187.3606415,10382.84863,Survivor,0,0.777777778,14,0,0,126,10,116,2,18,0,18,0,0,0,0,0,0,0,38,0,0.114285714,875,100,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5923.601563,61397.61328
0,151076.7031,2978,RoEPZQ5Ysc3K0tw1Wbn_-mxdKtN21v8m7O7m_R5WMFg=,227.1170349,227.1170349,14026.37402,Renalic,0,0.571428571,16,0,0,248,9,239,3,28,0,30,0,0,0,0,2,0,0,83,0,0.169104205,1094,185,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,81042.75
0,126299.9922,2977,70hPko26ihJwNvNNpPcnHRtNNO3QRCiZKKLeqCFc9Vc=,278.2210693,278.2210693,16802,Dark,0,1.3,13,0,0,24,16,8,32,10,0,10,0,0,0,0,0,0,0,37,0,0.045576408,746,34,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,58958.85938
11935.97852,252160.8281,2973,1VlG1lrd8bh-PXV62jX0WVVIltw0Ct5zWHW1Wvn_ivk=,99.77079773,510.2340698,42757.49219,YourSocksUntied,0,1.571428571,11,0,0,83,52,31,5,7,0,7,0,0,0,0,0,0,0,26,0,0.050738007,1084,55,0,2,0,0,0,0,2,0,0,13,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6050.232422,129200.4141
116149.7109,1124267.5,2968,36e-aE5lR4IPqdDVBBzR11LB88b5S-KvcFGuTFNmN_s=,271.3780823,271.3780823,152973.7969,Facepalmrofl,4,1,22,0,0,391,225,166,252,22,0,22,0,0,0,0,0,0,0,63,0,0.049310873,3265,161,0,2,0,0,2,0,0,3,0,39,7,0,0,2,0,0,0,0,57,0,0,5,0,19,0,0,0,0,0,0,0,2,1,0,5,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,37793.03125,466936.0313
3997.325928,166735.7031,2964,AiJUn9nsAzLGPDDCaUVPn58nRckAWIZIjpoNWEAcLLs=,125.2244263,125.2244263,8290.137695,Thiago,0,1.040816327,51,0,0,30,0,30,24,49,0,49,0,0,0,0,0,0,0,201,0,0.196569921,758,149,7,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3544.365479,83702.02344
26922.01172,166123.0469,2964,xZlbeaAJElEwwRI-SSBXRnV66TcW8bEpjgkCH33I8G4=,240.4661102,240.4661102,14203.05078,Ricarduh,0,1,19,0,0,114,9,105,10,19,0,19,0,0,0,0,0,0,0,59,0,0.079320113,1059,84,0,0,0,0,0,0,0,0,0,32,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,11779.81543,70092.70313
0,685653.6875,2963,WZcINPQVQ8-1jSjprt-WgUQHzy_J9hMFhJipUqJTX1c=,305.0222168,305.0222473,51304.19531,hazir,0,1.026315789,39,0,0,205,77,128,236,38,0,39,0,0,0,0,1,0,0,114,0,0.052978315,3643,193,0,2,0,0,7,0,2,0,0,80,1,0,0,0,4,0,0,0,30,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,41,4,0,1,0,0,0,0,1,0,0,0,0,8,2,0,0,0,0,335516.3438
3929.818604,42340.84766,2959,XftsOZQCOd_p_zpkQ3BHxgClejDih1q957rroJ0_T-E=,33.6046524,33.6046524,9266.089844,Le Ptit Bum,0,3.25,13,0,0,23,0,23,12,4,0,5,0,0,0,0,1,0,0,21,0,0.343949045,157,54,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1365.37085,21494.88281
0,403548.25,2955,8jN7PRDEeXiQ5MkqYNjxXLUsHFW6b2_Vj1Quz08OSVA=,299.6739197,299.6739197,40787.83594,Hayden (2),0,1.034482759,30,0,0,174,64,110,121,29,0,29,0,0,0,0,0,0,0,73,0,0.075252133,2578,194,0,0,0,0,1,1,1,0,0,15,0,0,0,0,1,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,182938.5156
0,340302.2188,2951,WIZZKkKZJyd1_-lE7_TbivL1fzdh5xKtYsH7pnCrW54=,386.7663879,386.7663879,22948.8418,Ace,0,1.088235294,37,0,0,111,49,62,52,34,0,34,0,0,0,0,0,0,0,90,0,0.06655481,1788,119,2,0,0,0,4,1,0,0,0,33,2,0,0,3,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,168939.4688
44957.22266,33361.29688,2949,iCk2XLhT0Dk49XIIQSQMHCy1xWM8GwEkp8AXWHCQEwk=,181.6871643,449.4415588,26337.10156,Gabe Itch ,0,0,5,0,0,157,23,134,3,0,0,0,0,0,0,0,0,0,0,7,0,0.022727273,1408,32,1,0,0,0,0,3,0,8,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26337.10156,20790.57031
0,112797.3281,2943,-Q1cbKMn3PjqE0kqUzd1Wq8zKFeevsDOA3IYQBwGy9s=,180.2737885,181.205368,46663.57422,Survivor,0,0.5,8,0,0,31,5,26,27,16,0,16,0,0,0,0,0,0,0,47,0,0.064873418,632,41,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,77195.22656
1471.277832,235016.7813,2929,ZpvTQ61yNWyVr6LK2yHHUEcl4zQgbzkKxiY_0Lai12E=,881.0853271,881.0853271,28532.25391,MacNCheez,0,1.2,24,0,0,55,15,40,79,20,0,21,0,0,0,0,1,0,0,77,0,0.100775194,387,39,0,0,0,0,0,0,0,0,0,32,1,0,0,4,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,265.769043,156433.1563
8228.305664,77500.07031,2928,Sc_rC2DqbH8m09IVl4vTDiqo2jX2M7P9xkbkwm5RbnE=,42.55337524,42.55337524,19344.29688,North*,0,2,12,0,0,18,1,17,3,6,0,6,0,0,0,0,0,0,0,35,0,0.048104956,686,33,0,0,6,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5743.867676,42010.77344
0,366716.7188,2914,2g6OQVFqV-VYLKDONi__8vRbO2yJKnUdJoQDoPvEJNs=,164.8082275,212.8782501,75091.27344,MightyBRKLYN,0,1.076923077,14,0,0,73,67,6,25,13,0,13,0,0,0,0,0,0,0,52,0,0.05561614,917,51,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,242242.125
7943.842773,152206.7188,2911,VgEoALupDQA4it7F7yGFrZn4_C9FJ_yyv6DE6X3bhes=,373.2250671,373.3128967,70418.51563,Weasel,0,3.666666667,11,0,0,59,20,39,19,3,0,3,0,0,0,0,0,0,0,9,0,0.123425693,397,49,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3275.569336,99137.09375
0,489699.3438,2911,jyG0S1iyicw6Me7ljdNCwMSTA5GGUlbmGegd59a0V1Y=,375.7960205,375.7960205,18310.72656,mateusna,0,0.928571429,91,0,0,99,26,73,246,98,0,99,0,0,0,0,1,0,0,285,0,0.077407505,3811,295,8,0,3,1,0,2,0,6,0,75,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,193154.4688
25084.70703,16455.96094,2903,mzdG3JUWwkFlxy8J5IMWLRn2NM3KxeuV9qvoMshcUi8=,509.4104309,510.7710876,11497.35645,[DWH] Itachi*,0,10,10,0,0,30,6,24,0,1,0,1,0,0,0,0,0,0,0,2,0,0.139344262,366,51,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11497.35645,5551.058594
19205.29883,198816.0781,2897,J5aoMBg0Ltgqg0MDKtl6xW72ljnae2Mztf0-PXaQcAc=,598.3550415,598.3550415,21096.76953,TootEmUpTimmy,0,0.609756098,25,0,0,240,34,206,5,41,0,42,0,0,0,0,1,0,0,117,0,0.064497041,1690,109,1,0,0,0,0,0,0,3,0,54,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,14008.45898,125288.6406
6502.354004,17820.21094,2891,j2InVnGp6thefV9fIVfK1DB1lWXaqNtLlQCneJKaCqA=,63.78869629,63.78869629,3013.5,Juice,0,3,9,0,0,9,2,7,5,3,0,3,0,0,0,0,0,0,0,12,0,0.171428571,35,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2254.874023,10430.02148
0,144342.9844,2883,EnFFXjmrOq2qZfDsKa6UB68sEH0OJhDblW8ouEDVuSs=,414.1602173,414.1602173,21658.97461,[AD]MethMan,0,1.444444444,13,0,0,37,21,16,22,9,0,10,0,0,0,0,1,0,0,26,0,0.043577982,436,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65662.375
3377.296631,1783405.875,2880,tM8FYbgasj34PlAdGbHOx7Rxao5jal2Ej1Nmkg3GOJM=,385.6946716,385.6946716,99460.55469,! Senz,0,0.546391753,53,0,0,806,220,586,589,97,0,97,0,0,0,0,0,0,0,239,0,0.074054342,5631,417,4,1,0,0,4,0,0,8,0,77,1,0,0,0,1,0,0,0,52,0,0,0,0,18,0,0,0,0,0,9,0,8,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,21,2,0,0,0,2983.982422,892433.875
0,171428.9219,2873,TvYSD39vZ6C73TMjZUSorRGCwpP75MB7xGxZblehOd4=,218.9451904,218.9451904,40428.46484,Kolden R.,0,1.2,12,0,0,275,114,161,25,10,0,11,0,0,0,0,1,0,0,50,0,0.108311518,3056,331,0,1,0,0,0,0,0,0,0,27,0,0,0,0,3,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,93754.0625
7017.143066,44621.23828,2871,58BiPfq2F8GaJw7UiDie3udSaZ4a-ZeCHvpsNITOPBI=,158.9111023,158.9111023,5222.346191,GunsDani,0,1.666666667,10,0,0,54,3,51,3,6,0,7,0,0,0,0,1,0,0,34,0,0.149253731,335,50,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5058.189453,22797.96289
39944.82813,348205.3438,2871,TbUHu2IKctrgu3OADZAAGUb-QLSoIzWYaR9uHRnYOKk=,285.2438965,306.9742126,36178.96875,[FOA]ReDeYe,0,1.285714286,9,0,0,173,63,110,70,7,0,8,0,0,1,0,0,0,0,36,0,0.118629908,1197,142,0,0,0,0,2,0,0,10,0,37,1,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14010.75879,170248.3906
0,47995.50781,2866,7TwPnmLgvpGq-Ati93I0s__TYT7D8ILy2UrnhQzf50o=,136.2675476,425.1837158,16676.59375,[LBDC]Branca,0,2.125,17,0,0,30,13,17,12,8,0,8,0,0,0,0,0,0,0,18,0,0.052243804,1493,78,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31364.5918
60698.10938,43463.5,2865,6qN3Hks75QC3pkRyLX1qjcnhdno_uQjck-qgw-egHPM=,214.4130707,227.3394012,31963.34961,KillerGun,0,8,8,0,0,1,1,0,8,1,0,1,0,0,0,0,0,0,0,3,0,0.093333333,225,21,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31963.34961,29584.84961
0,605599,2865,mlho-8tHd9IpwrIaGTt43Frl-eC-sMpQHqLV8yaJ2IA=,527.0139771,527.0139771,57903.53906,[IC] Ch0ker,0,0.888888889,8,0,0,367,204,163,29,9,0,9,0,0,0,0,0,0,0,17,0,0.06518724,1442,94,0,11,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,135,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,234945.7031
0,184907.5469,2852,3mFoaMsdqT2P7k9oQGW4ujgc2d4XVaPVy8TnJmJadbI=,277.1342468,277.1342468,31784.41016,Slimflamer,0,1.2,6,0,0,81,33,48,3,5,0,5,0,0,0,0,0,0,0,5,0,0.081879195,745,61,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,23,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,84225.67188
105393.6953,29074.44922,2839,qNN3RX8pzbqg7C91F7tcKD1k58tBDv0BRST0lfZR6ZI=,36.38868713,36.77303696,50964.27344,GilbertThe4th,0,7,7,0,0,12,9,3,1,1,0,1,0,0,0,0,0,0,0,6,0,0.02293578,654,15,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,50964.27344,11113.57422
7858.150391,300938.6563,2820,qGDsPfXmDCLE3cTgH4D_oOSibY-ovGZ6TaLTc2sbMqk=,175.1216888,175.1216888,33764.55469,;] BigNutsMcgee,0,1.388888889,25,0,0,66,18,48,88,18,0,18,0,0,0,0,0,0,0,93,0,0.044690265,2260,101,3,2,0,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2166.042969,102888.5859
25190.50781,96402.64063,2815,0Xqo1FD5vXybK2vznW-1KQjD9Mkg0o6-S9ga30D5j2A=,204.2159271,204.2159271,26309.99609,chase,0,1.8,9,0,0,33,9,24,3,5,0,5,0,0,0,0,0,0,0,11,0,0.112612613,222,25,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11549.52344,45087.78906
21510.14648,234078.5781,2810,UpVE3gRQYoG1Zv7elLy4_8U6BhLGa9-vOfWFb30ATtI=,175.0054321,175.0054321,91581.50781,NiB,0,2.2,11,0,0,22,19,3,3,5,0,5,0,0,0,0,0,0,0,15,0,0.049327354,669,33,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7552.334473,109052.1719
0,13997.01953,2807,wX2cxDiNcwFMmC3erGQEJm_tqQrWcJmZGI5WW2B8_e0=,217.3481445,218.3285217,14099.84277,EloquentRob,0,3.5,7,0,0,17,1,16,0,2,0,2,0,0,0,0,0,0,0,10,0,0.079591837,490,39,3,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,169.578125,14402.82227
0,234992.0469,2802,CbLH0FszxNUedOf0Jm4ual4fKh61a1yrhLXcbUq5TDQ=,210.6076508,264.1235657,57814.56641,Dreem,0,3,15,0,0,54,27,27,49,5,0,5,0,0,0,0,0,0,0,16,0,0.034412955,494,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,92962.60938
0,567742.375,2801,fPs51vrDVdZMmVPyy9VUG4-E1h7G0BOimSKkQ3F7e5Y=,444.8516541,444.8516541,39678.23047,MZ-Winchester,0,0.868421053,33,0,0,128,9,119,138,38,0,38,0,0,0,0,0,0,0,216,0,0.042597283,4343,185,0,0,0,0,0,0,0,2,0,127,3,0,0,0,1,1,0,0,111,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,127,22,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,383557.4375
883.2323608,135566.1406,2800,fnbxo30Ab70hwyuWmHmWZINARyOsbl_JIdV0FxNEbmI=,141.5665131,141.5665131,21170.79883,Nathen,0,0.95,19,0,0,19,11,8,28,20,0,20,0,0,0,0,0,0,0,46,0,0.095607235,774,74,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3393.523926,77292.17188
46950.47656,24503.07227,2798,Yj5HnEQXbjULcsXTXdjQNdpdFxuWZ1-tSl8A28Q03wI=,62.80329132,62.80329132,26198.33594,Snackz,0,6,6,0,0,127,34,93,0,1,0,1,0,0,0,0,0,0,0,3,0,0.119354839,620,74,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26198.33594,10852.3418
36060.83203,51198.64844,2797,6E50Vhsa-f6dmnrvhBTaUX14DQLORj5eNZRdLUIiBvQ=,154.8213959,214.7729187,25918.07813,Logan,0,4,8,0,0,23,23,0,4,2,0,2,0,0,0,0,0,0,0,7,0,0.086956522,207,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18256.14063,27905.08789
22372.06836,0,2795,VosiWN6yvlCWasytCF6mimQNVKAw7HYz1iMOcYVDOAY=,60.45689011,60.45689011,16060.07715,Observer669,0,0,6,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264705882,34,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16060.07715,0
0,172477.2656,2790,SAoVbPJNrKYX9VQGLFKNYWivVGEFWJR06oQXpv1xsaw=,221.8592529,221.8592529,36345.55859,HippieLifee,0,1.8,9,0,0,33,7,26,5,5,0,5,0,0,0,0,0,0,0,23,0,0.075085324,586,44,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,72518.89063
98.15557098,328260.1875,2790,E2PLGsvhT84n4mAw6TkTnKn0nPM3wa5VVa3m2j2A73I=,175.0480804,175.0480804,57574.39844,Hunterr,0,1.818181818,20,0,0,45,16,29,96,11,0,11,0,0,0,0,0,0,0,41,0,0.02987013,770,23,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.2348633,138692.7813
23383.35352,315492.6875,2780,pJB-Ppyi_SkOo3ExBVfUPyukpcDmz6mXEkue6RN0K5M=,7.841390133,7.84139061,79089.90625,DVSdaddy,0,1,1,0,0,321,130,191,9,1,0,2,0,0,1,0,0,0,0,18,0,0.19,700,133,9,0,0,1,0,1,1,0,1,38,2,0,0,0,2,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11191.89453,163285.75
0,8659.15332,2771,6cH0IhL0FFIQhdrxINraOjvRkq-Z1QD8w9JCZ8EeG8M=,476.8545532,476.8545532,5515.999023,Pay,0,3.5,7,0,0,12,3,9,11,2,0,2,0,0,0,0,0,0,0,7,0,0.04526749,243,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.459960938,6710.325195
66.47540283,62389.90625,2767,pbqPCcy-c4j2JADDOpffSpD-BC-XF9JkoH6pk7JAtTA=,75.76202393,75.76202393,26382.06055,Lil2Alot,0,1.666666667,10,0,0,81,26,55,3,6,0,6,0,0,0,0,0,0,0,20,0,0.077490775,271,21,0,1,0,0,0,1,0,2,0,5,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44.75292969,40785.31641
